Sentiment,Tweet
0,"@mikehajduk @tagesschau No, because you're only interested in your personal little film, that came across in your first tweet. You don't feel socially responsible for anyone, right? Just ""me, me, me"". So. Block."
0,"@ToscanRalph Funny, your tweet: Everyone should be allowed to express themselves. But not if... 🤭"
0,"@SaupreissDaniel @LViehler @Karl_Lauterbach Oh what. According to the world-class 'hacker', a well-known right-wing extremist from Berlin."
0,OlafAmca will entertain you daily from now on🔥 https://t.co/iwVMIfwaGS
0,@Hoellenaufsicht I'll donate a screenshot https://t.co/cihnUlD01M
0,"A #COVID illness can lead to long-term health consequences, referred to as #LongCOVID. These are symptoms that persist, worsen or reappear more than 4 weeks after contracting the coronavirus. https://t.co/a0aOyTTUqP"
0,@Julia29593323 Wei Julia... 😁👍
0,"@isawida @heikerichta As if the plant had chosen a new color pot every day. 😁🥰 ""Oh today the lighter one..."" ""I still have some yellow lying around here, it's being processed now"""
0,Hardly any accent #BellaItalia
-1,A death list? I'm starting to wonder who's crazy here. People refer to the unvaccinated as society's appendix and demand their expulsion and if you quote that is it a death list? Let yourself be examined up there in the head
0,@markT_Tlee @taeyongslay Yes lea sue böse😞
-1,Don't want to be in the skin of Upper Austria's police chiefs. Authorities have lost death threats against Doctor Kellermayr for months. Hacker from Bavaria found a trail to right-wing extremists within a short time. Now the doctor is dead. Total failure of the police for opponents of vaccination in Upper Austria https://t.co/0yvdLNkn2s
-1,What do you do when you have extreme needs for normal things but at the same time you know you will never experience it in life... What motivates you
0,75' We still have a quarter of an hour left... #FCCWOB 0:0 https://t.co/ijsx96v51N
-1,It must not be forgotten what the beings from the #Wirhabenmitmachen faction made of themselves. It has cost too many people their existence and sometimes their lives. 😢😢😢 The pictures and screenshots must go viral.
0,"I am amazed at how many misunderstandings and misconceptions there are about infection, vaccination and immunity. With a little more knowledge, many here could save their aggressiveness and instead make better decisions for themselves."
1,@Rosen Schatten Thank you
0,@lasmichpls I'm shocked
-1,"I find it regrettable that an otherwise respectable politician like Friedrich Merz also took part in the hate campaign against the unvaccinated. At the time, he had a unique opportunity to show backbone and differentiate himself from the mainstream."
-1,@hank_de_moody YOU ARE NOT MY MOTHER!! Or ?
0,"@SawsanChebli Of course, as an enemy of democracy, you have to be concerned."
0,For me the most perfidious. #IHabeMitmachen https://t.co/HATm0EJB46
0,axl rose https://t.co/CYXDvwsnxy
0,"Police custody of HDP members arrested in Istanbul has been extended. Among them are several youth council activists, but it is unclear what they are accused of. The file is covered by a non-disclosure order. https://t.co/f1T3uaGl5d"
0,"""The south demands fracking in the north"" - is it still possible?! Dear Markus Söder, how about finally wind power in Bavaria? #Energiewende #Windkraft #Fracking @Markus_Soeder https://t.co/FelKI2sC9k"
0,@F95Live gentleman
0,DASELO
1,I think I've found my favorite club in Italy. 🧡 https://t.co/wRoVK6NtXZ
0,VOTE FOR IDOLCHAMP VOTE FOR IDOLCHAMP VOTE FOR IDOLCHAMP VOTE FOR IDOLCHAMP VOTE FOR IDOLCHAMP VOTE FOR IDOLCHAMP
0,Speaking of the attack on #Olenivka: Do you still remember what it was like when the KLM plane #MH17 was shot down? #PutinIsaWarCriminal and not just recently. #PeaceForUkraineAndFreedomForRussia
-1,"@michdanninger These scum come from right and left, uniting the firm view of the unvaccinated being deprived of their freedom and oppressed. Rauch followed exactly this view."
0,@Pascooo45 Bit much
-1,"@RonSwiss @GerberStefan2 @kindlimann No, unfortunately not. Education is firmly in red-green claws."
0,@Karl_Lauterbach 🤣🤣🤣 Stop spreading this nonsense! #lauterbachmussweg #LauterbachRausschmissImmediately #Lauterbachluegt
0,It's really coming to an end for me. https://t.co/iePBQUOAu8
-1,"A majority brainwashed by #TeamScience has been claiming for 2 years that the pandemic would end with ""a real lockdown"", mass testing, wearing masks, following measures and social distancing, vaccinating or finally boosting. You were NOT right about anything. Nothing at all."
0,@_TravellingJack @simi_schalke @Z ZwischenDampf who would have thought that you could gain weight just from the smell 😉
0,"Habibis🤗, it would be a relief for me if you - if you come across any ""enemy"" lists etc. when researching my name - could throw out a (digital) criminal complaint. Together we can prevent someone from possibly massacring my loved ones. Thanks."
0,"@SHomburg @Karl_Lauterbach @KSTA Lockdowns will be made when necessary, appropriate and proportionate. The cue to be sensible to avoid a lockdown is what good political communication is all about. What you see as a threat is simply a logical consequence for the ignorant!"
0,Perverse incentive: the unemployed should freeze to the empty fridge at the end of the month. https://t.co/MRIXFKGFK7
-1,@haekelschwein Now I see where you learned to piglet! https://t.co/m5NE0UjlGI
0,"@Traveleve2 That would be the job of the Minister for Social Affairs and Health. To create structures to provide them with money and opportunities, human resources and laws. If we had a social and health minister. Instead, we have personal responsibility. #shame"
0,@baalor_club Worth it!
0,In Rhineland-Palatinate there are 60% more wind turbines than in Bavaria on less than a third of the area compared to the Free State. And Prime Minister Söder rants about Bavaria's leading role in renewable energies. 🙄
-1,"In today's morning magazine, the loud protests against Habeck during his speech in Bayreuth were of course filtered. Of course not a word from the unspeakable D. Hayali. Dirty green medium."
0,"@zseroxy @viipeexFN No, only if you go to secondary school or something like that maybe but if you go to high school then it all itch until 11th/12th. Not"
0,@MarcMeiritz Your Federal Chancellor wishes you a safe journey. In action for you 🤪🤪🤣
0,"...unplug ethernet in 3, 2, 1... https://t.co/vf81doXBcx"
0,"I had a little hope that spotify would work, but even there I can't get in qwq"
1,Hardware stores are just cool. good place 10/10
0,"Recognizable by the fact that the pushers and crown are not on one line. Suspect a Dubois Depraz. The watch isn't my thing, but I like the panda dial and the panorama date at 12 o'clock https://t.co/zpwgmg6OCO"
-1,Knife attacks happen almost every day in the UK. Teenagers in particular are affected. Now a girl has been killed on the street in the town of Bolton. https://t.co/KedXt51nma
-1,"Respect for you @NowaboFM! As a former chairman of a former workers' party, you used your celebrity to endanger the social existence of an employee and possibly his family. to destroy. 1/2 https://t.co/T9P5Nm0al4"
0,@Kizito5 Ketchup makes the fries soggy. I can't.
1,"@19Voffo09 Nice device, drove with a 2232 Orient trailer in the early 80s. Was my best time."
0,"""Asshole, motherfucker, son of a bitch."" The Offenbach appendix apparently got stuck somewhere in the 90s. :D #OFCF95"
0,Drunk bike riding https://t.co/r6Y7mXAHGK
0,"@Unteraichwald I don't know which is dirtier, the cat or the controller"
1,"@hawai_toast @FeeMaike Wow, that's a good template. Let me be inspired and think about it!"
0,"@a_nnaschneider Why ""servas""? Either ""servus"" or if it should be female ""serva"". - although I never understood why people greet each other with ""slave"".."
0,"""With SMART HOME you can simulate your presence at home. Simply via app."" ""I'd like to see the OFFICE version."""
0,We had to withdraw the tile. There were three mistakes in there. The intern will pay for that! https://t.co/qKxZ47v8tC
0,@nad_bo78 Absolutely understandable Nad 🤘🤘
0,"@svs1946 Well, with a salary just below the minimum wage, you have to see where you stay: inn"
0,@Raafey17 And then pretty Fairy Tail Arc Tierlist
1,@DerFantomas Thank you.
0,"@jreichelt Good God, are you a 🤡... just let it be and look for a meaningful occupation like planting trees or something."
0,imagine man has a bf/gf no idea https://t.co/NIr7C2qGEq
0,"@LaMadameDomme @I_am_Yazzi Then I should think about how to hang this thing 😫 After 13 years, only 3 holes were drilled in the bathroom of this apartment... everything else doesn't really hold up."
0,@ALLU__SUJAN @UserNameMani @ronaldo_mb_dhf VK followers choodu
0,@petiteprof79 @HerrKarg @EducatorsVR I'm curious!
0,Quiet people often have the loudest heads.
0,@PapkeGerhard The governors of the US government on the Spree want it that way.
0,@blauekastanie I'm there everywhere because that's great.
1,"Good morning If you don't know what headwear to wear today, we have some suggestions for you. Have a nice Thursday. https://t.co/UKloWi7YFY"
0,"When the fire brigade demonizes deadwood as a fire hazard, that is too general. Thick deadwood is a water reservoir! It is 1. coniferous plantations, and 2. arson, not the deadwood, which are the causes. More old deciduous forest, more thick deadwood! #Waldbraende @ZDF @ARDde https://t.co/lDa6jw3M4b"
-1,"To this day we have no repository for nuclear waste, because nobody wants nuclear waste on their doorstep. The consequences of using nuclear energy devour billions in tax money. The #Fukushima and #Chernobyl reactor catastrophes are still causing massive damage today."
0,"@Aimce4 Would also be possible, but I feel brighter than light is abnormal"
0,@Roland_5742 @balkonsolar @M_Hundhausen For us it was the blanket. 😛 https://t.co/hdgnCxs7GX
0,Me like this: I always treat myself to something for my birthday. Me too: At least then I'll get what I want. Other person like this: Twitter that!!! :D
0,"My Dutch follower @Ruben_DeHerdt translated the BMG tweet on #1of5000 #side effects verbatim. For this he was censored and blocked by Twitter. In the meantime, even BMG information is ""misleading"". Insanity! https://t.co/j7d6z617W0"
1,Inspired by @Wuerfelheld Juli = 31 Days 31 Roleplaying Books #pnpde The Curse of the Barbarian Kings by @harley_stroh for #DCC we (@Mo_Boeger @MissFukuro @riavl_hh) contested with #BeyondTheWall. A very nice adventure about a small village and his beast :) https://t.co/nemmHPROBk
0,@absentwrites Well. Can I show you the door? But don't you have to go through it yourself? :D
1,@freric1973 This is an amazing picture 😍
0,@WolfgangRieger8 🤣 that's okay
0,"However, coffee is a colonial good and may therefore only be consumed by Bad People™. ☝️ https://t.co/J2stIGaD5f"
0,"@Luisamneubauer If you have doubts about which group you belong to, the second one is 😉 https://t.co/znVIn4P7Mk"
-1,"@a_nnaschneider Non-solidarity, empathetic chatter 🤷🏻‍♂️ You can see how well the Anglo-American approaches to taxes work! 🙄"
0,"@HansaRostock Well, that's how quickly you can annihilate euphoria with a single total failure!"
-1,Political lie! https://t.co/LfJ3STMBVh
0,@xRapidSandro nobody knows how this table was calculated either 😂
-1,this kurd leaked fucks his own dead and you can't do anything about it https://t.co/4jvmjauJVL
1,@vctmsoflove looking forward to the 20th https://t.co/xwSVv8Mb1h
1,"@ClaudiaPomberg @FanEichhornchen I also wish you a wonderful, cozy, relaxing evening and a nice good night later, dear Claudia! 🌅🛋🍷🎶💫✨💫💕😘"
0,"Trope that annoys me beyond measure: boys play soccer. girl wants to play. Boys: ""No, she can't do that at all."" The girl then joins in, outshines everyone and everyone watches with their jaws dropped. All this trope does is to..."
0,"@zeitonline German legislation is very precise and fair when it comes to divorce. With the best will in the world, I cannot understand a betrayal by politicians."
0,@LinleyHRO Here also https://t.co/onNiBuki8t
0,@Petra_C_M_P I think Styria is also rethinking.
1,@Wuschel_Locke Ouch… get well soon sweetie 😘🍀
0,When it's more dangerous in #Göttingen than in #Kiev! https://t.co/36OsJl9oNR
0,Blade x Eiden The Eiden doll gift 🎁 #NUcarnival #NUカーニバル #新世界會https://t.co/YfUPrfLIYI
0,@lorenorrifat I don't know what to say HAHAHAHAHAHJJ
0,"Since the high #inflation and especially the currently exploding #heating costs are the direct result of state decisions (#ECB, #federal government, #monetary policy, #war policy), it seems naive to now expect help from the #state of all people."
-1,The fact that I am held responsible for the death of the Austrian doctor in many ways is disgusting and disgusting. I'm lost for words! These are just two examples. My inbox is full of them. https://t.co/qVgoZVv5iR
0,@Caro_reichen I put a disposable changing mat in the child seat at the beginning of the diaper-free period. With a small hole for the seat belt.
0,@Zerberus0 @mister_pwr @jreichelt The block lists?
0,"Lindner protects the crisis profiteers. Lindner protects the crisis profiteers. Lindner protects the crisis profiteers. Lindner protects the crisis profiteers. Lindner protects the crisis profiteers. Lindner protects the crisis profiteers. Unfortunately, you have to say it so clearly."
-1,Now the suicide of the Austrian doctor is starting to make sense. Sad 😢. https://t.co/D1d0DSL0jM
0,"@berlinerzeitung The ""experts"" are Pia Lamberty from the CEMAS Institute, an offshoot of the Amadeo Foundation. The ""fight against the right"" and against all sorts of fantasized conspiracies is the business model of Lamberty and CEMAS."
-1,"I keep asking myself who came up with the idea @MarioCzaja was brought into the #CDU board as a social conscience. Instead of looking for ways of social balance, unemployed people are accused of being just too lazy to work. Cynical, bitter, CDU https://t.co/7PIe1EzWPJ"
0,@twbatu7 @arditaislost ah then you don't understand was related to another tweet of mine but never mind
1,@moelli980 You look amazing 😮🤩 Enjoy the film.
0,"@ABaerbock: There is a huge potential that we could exploit. You are right! Our dealings with #Turkey remain important, fair and differentiated. But clearly when it comes to democracy and human rights #freekavala #freedemirtas #freethemall 7/7"
1,"As it is... I'm far from done... And you know, with someone special in my heart. It's even easier ❤️ And I'm curious if she finds the tweet 😁 https://t.co/ICLgne6XKs"
0,"@Perowinger94 @Luisamneubauer Unfortunately, the raw materials for EE are also limited. If all countries wanted to base their primary energy supply on decentralized renewables, then prices would explode. Desert energy as a joint human project would be efficient, but is utopian for social reasons."
0,"Child: Kaiser is naked! @correctiv_fakt (fact check for the court): child is controversial! Delicious gloss, matching the #potato virus: https://t.co/GASvRV9VZN"
0,"No network expansion, no wind energy, no repository site for nuclear waste, demand extension of the lifetime of the #nuclear power plants and now fracking for the north. That is the policy of #Söder and CSU. Responsible action is different. https://t.co/5ZsHYmgmie"
0,"@Roitzi3 @BILD Really now? The ÖRR does non-stop election advertising for the Greens and seems more like a government broadcaster, because as a free media and here we have an independent medium that criticizes a government party, but that's where you come up with the term ""propaganda""?? God how lost."
0,@BirgitNeumann12 @Streitschuster @derliebeMichi That's probably an algorithm account from vaccination propaganda. It's best to block it right away.
0,"I'll have to live in the US sooner or later because that's the only country where, as a 35-year-old man, I'm not looked at stupidly if I prefer stupid fruity soft drinks to beer or wine drinks https://t.co/HkGuLXLYO7"
0,"How CDU and FDP imagine #nuclear power. 😏 ___ And many thanks also to @L_Bednarz, because I can't get this scene out of my head for ages. 🤨 https://t.co/EiXfLgN66w"
1,@sikpek69 thank you 👩‍❤️‍💋‍👩💖💞💕
0,"@JulianGrendel @jreichelt Wrong, he's right."
0,@early_enough Reich an Gartenzwergen? https://t.co/VrQ5vNWc49
0,@apilz1980 @LarsKehlen @BentsCristin @MeichsnerR @zitronen Kaffee @Deprifrei Where did you get the info from?
-1,@RBromanogers @F1nnBMG You fucking freak 😬😬
0,@fredericusrexwd How about orienting yourself to the Basic Law?
0,@ThompsonWesley @SpoonySlime They don't even know that 💀💀💀
0,@YessProbably @StrohhutJunge66 @eiskanone PS.... the BMG is a ministry. One should actually assume that the statements tweeted there are reliable and verified!
0,Not their serious https://t.co/IXaziCW1m9
-1,@Martin80698745 It doesn't do any good because the stupid people are voting for this exact crap again
0,@Hoellenaufsicht @jreichelt He misses the interns
0,@paradesii_ oh I play this game let's play together rank
0,"@bothe_jessica @derliebeMichi Before there was a vaccination, I couldn't get vaccinated (what a question🙄). Vaccination offers protection from others, that is really out of the question. The risk in different age groups is known and it does not contribute to the knowledge when laypeople discuss it."
-1,"@Mathias32529271 @wernerbeckers Let's summarize, Ukrainians are not full human beings for you, Putin's bastards have the right to torture and murder them, you deny the planned genocide. What to say? Oh yes: Nazis!"
0,@lenafrisch19 Why was your day sad. Your dildo seems lucky.
1,@Mister1975 Thank you very much 😍🍀
0,"When all the rooms have been cleared out, all the furniture has been moved, all the rooms have been swapped and wallpapered and painted on the occasion, then I'll see in which corner I forgot to paint and also won't find anything anymore. For example charging cable."
0,@mouse_mio @Schlautropf @mickzerozero You can't care for a multimorbid 98 year old at home unless you're a geriatric nurse. Especially since another family member is responsible for the care. What are they trying to accuse us of? Can't we visit them?
-1,"We participated! We excluded, defamed, discredited, insulted and canceled people. In the service of science! By popular demand, this crisp thread, with statements that shouldn't be forgotten: #We've been involved #We've been excluded 👇🏻 1/25"
0,"@herzbruch1 That was a different sentence, yeah yeah, of course, but think about the context yourself, you're smart."
0,"A quick check of what the company is up to and great 🌟. No joke ey ... so ""despite everything and by the way"" built it up for me ... nice thing. 🛒👨🏻‍💻✅"
0,@ShurabilJ @Sakeenatu2 @ahmad__sayyady @Abduulahad @AbdoolShyndy That's Gskyr
-1,@LindemannsTilI @CassandraCall22 @RND_de still no evidence and sources. continue only stupid chatter and of course insult oh yes.
-1,@yapmabana20 I don't like you
0,@KeletsoMss 30 years  Pietermaritzburg https://t.co/tqQN6yNKWl
0,@memesiwish PFFT FRAAAP POOT BLAT THPPTPHTPHPHHPH BRAAAP BRAAAACK FRRRT BLAAARP PBBBBT TOOT https://t.co/0lLFRyCydI
0,@youcancallforme Where and when?
0,@PlayboySniggi good and you too
0,@victorabadf1 @goiko P1: Carlos Sainz P2: Max Verstappen P3: George Russell
0,"@FreyaMoonbow @NowaboFM @DB_Bahn @Karl_Lauterbach ""Well, the neighbor Mr. Müller, he secretly listens to Western music here. I don't want to defame anyone, but is that allowed?"""
0,"@Niklas_KKK Try Bahrain, turn 12 the same"
0,@polenz_r And to this day I don't understand why...
0,@blowjob__ @Hott_Heim @DarnAnal @Ass1Doctor @MaxxxiMad @assmaniacXR @Black0rchid_ @ArgySteve @ErivanEsc @SacanaDuTT @wartraktor @PitifulZigzag @MLu5t @TopAModels1 @Sircharly5X @21st_Gallery @OSexxx69 @HeadlineRedux @BiGoddess3 @AssRefocused It would be awesome to be used like that
-1,@greeny_nicolini @nareksisiX boy shut up in the real world if i saw you i would cross the street and pretend i was on the phone. What a real world. god i hate men
0,@Bob62729136 @JulianRoepcke That can be.
0,@nickmara unmute me tf
0,@EkorreMig @NowaboFM It's so amusing that former spd voters always have to emphasize that they used to be in the spd ^^
0,@MDRAktuell Does he delete it too?
0,@Czece64 @The_Banghead Please do.😊
-1,Your mom is like the Michael Jordan logo 'Cause the ho spreads her legs
0,"@Bundesheerbauer Nobody in the country understands why the Doskozil plan is not finally implemented immediately. Fire up Hercules and fly out the gentlemen in a second. What actually happens? He screams asylum, stays parked on welfare for years, possibly a lifetime, and we pay."
0,@bod_republic Knack Albino 😑
0,Oh how great. Is it possible to get vaccinated anywhere now? Please?! https://t.co/s82lmJm1Gb
0,"@B19Jens And education is the deadly enemy of such a system, which is why it doesn't have a high priority in politics."
0,"There used to be the idiot apostrophe, today the idiot*asterisk or the idiot:colon - apart from irritating pauses in speaking. https://t.co/6jCFMHq2ph"
0,@MaewNam @Karl_Lauterbach Not vaccinated?
0,@sandfraeulein @yasemina79 @Lam3th And against Nudossi?
0,@RUBASTA7 from an xbox
1,https://t.co/7DuyQYgDzJ It will probably be these 😁 I have 2 others to choose from but I think these are the best ❤️
0,my farmers harvested ham there is new weed
0,i'm not rich or pretty but i'm the coolest person everywhere i go
0,@taeyongslay @vivii404 @markT_Tlee Lea this is spelled with f
0,snzlsjxlskzlsj too amoo https://t.co/g3NJDq9Qlc
0,@98mercedes98 If I'm bad or fighting mood there's a comment. But currently there is less and less energy left for such unfruitful battles.
0,rkgk :)) #ArtoftheRogue https://t.co/DfxNfGlp3j
0,@standuphumorfun And it solidifies my opinion of people who live in Berg :)
1,We received the first feedback from Thomas Stengel. Thank you for the warm words 🤘 #metal #fromashes #oknos #release https://t.co/BasXckSAwO
0,Courses offered by the job center The billion dollar business with the unemployed 04.01.2018 https://t.co/4qiysccHgF
0,"@BerndZiesemer After all your demonstrable or pretended ignorance about Ukraine, there is no longer a single reason for you to write a single tweet about it on Twitter. https://t.co/UQmz9KL768"
0,ask @casablanca434 won't be active here anymore
0,@NHL Scott Neidermeyer.
0,COW SHIT STACKER hit again and DRUNK? ᴴᴰ https://t.co/XABaOUwe5V via @YouTube
0,"Well intentioned, poorly implemented: the Spanish government first received a lot of applause for a summer campaign and then a lot of malice. Our social media format ""The Cube"" explains why. #Spain #bodypositivity #socialmedia #fails https://t.co/WAICQ5u00l"
0,"To all Depeche Mode fans, do I really have to wait until 10pm for 3 Sat? @Snowy151016"
1,@incredibleLena @TheMechanist9 @smutje68 Bitte gerne 🤗
0,"Schlatt is in OTK's new video! ""SCHLATT IS GONE!"" https://t.co/rtEljoSy9Y https://t.co/u5qC9XQ5To"
-1,@PentzienT @WhatUdontknow2 @UweJelting @helgelindh Everything that has to do with fascism refers to fascism from the 1930-45 years. People use this term simply to express something that in fact has nothing to do with it. You don't say Bolsheviks when you talk about dictatorships.
0,"@TichysEinblick Germany 🇩🇪 would not have had any energy supply problems from the start, but this was clearly caused from the start by the incompetent traffic light government 🚦 deliberately to the detriment of the entire German people 🇩🇪 and was even wanted to do so... https://t.co /4gpzSFIpwL"
0,"When Minister Özdemir advocates lower meat consumption, that is precisely this paternalism that I reject. Everyone as he likes."
0,wtb 2 tickets jxb day 4 physical #zonauangᅠ #JakartaxBeauty
-1,"If the chancellor's wife can sue 200 people because they shared a post, but the state is powerless if a doctor is driven to her death, something is seriously wrong here."
0,"@2ndKauBoy The worst code is always your own anyway, which you look at again after a few years :)"
0,@veryvoolal3 nei me hets completely switch off ha so kb meh
0,@mariong1 You have to keep checking and connecting all the time.
0,Russian soldiers removed the enemy's penis and testicles. You're always most interested in what you don't have yourself. #StopPutin
0,"Daddy come quickly, the strangers here are again writing very strange things under my tweets 🙈"
-1,"With the highest WHO warning level for #monkeypox, we have reached a fork in the road: If people fall for it again, Lauterbach's eternal state of emergency begins. Maybe some people will start thinking about the Corona ""pandemic"". Posters to share: https://t.co/2gBkHYR7vT"
0,@LaLadyOi @einarmerpoet An old Volvic bottle is perfect for that 😄
0,"@EggertHeiko I would have called one too and don't worry, you only have to pay if you call about a mosquito bite or similar."
0,@leon_micha1 Are you threatening me?
1,@FlugschuleE I really want to get to know her/his dealer! The stuff seems to be awesome!
0,@couldbeusrn @dareal_pona E kallt ishe kon
0,@NrtFz_sub ktkr
0,"@wast8357 @RND_de Who or if.. Who cares. You must have gotten your knowledge from somewhere, but you don't want to share it with us here. That's stupid now, because I can also claim that I'm an idiot. However, I could say the opposite. You don't 😉"
0,@Uli1241 may the whole republic now hold you accountable
1,@worryless great action!🙏
0,@BobbyBeatBeat calling ambulance could be heart attack
0,"It's so, so hard to find nice things to wear with the family"
0,"""Irreversibility of the change in ecological systems in their regeneration has not yet been understood."" ""When we reach tipping points, we can't just say: we turn technology off again"" Maja Göpel @beyond_ideology @sciforfuture https://t.co/IzQBHCkpBX"
0,@roterpandabaer Shit it is stored uncooled in our shop 👀
0,@FlyingFortress_ This wall would have needed it for at least 40 years... Schwabach finally dared to do something. Well done!
0,@Jannick1887 Let's see
0,"@NicoBee15 @frittenundbier @CarloMasala1 Yes, port anyway. We were visiting the timber port in Oostende on April 20th. Someone wanted to celebrate their birthday with a case of beer...🤮 There's nothing that doesn't exist."
-1,@PaanaxFPS no idea even scrimped more often but then somehow insulted us
-1,@just think with logic you can't get at them.
0,@maytweeted @snoip_ So you have to pay attention to more but the actual structure is easier :) so that's my opinion
0,@kopfkaputt0 I meant Mirac
0,@kaoshxspam So fierce
0,@realAlexBlank Listen you freshman...👇👇👇 https://t.co/cAShduLc0I
0,"@LadyAnnaT Dramaturgically, an attack is certainly more exciting, I actually prefer to write the beginning of stories at the end so that it fits the rest of the tenor of the story. Is this going to be a crime thriller or more of a detective story?"
0,@myganyu I'VE SEEN GOD HOW HOBBYLESS YOU CAN BE
-1,@buxda23 WHAT THE FUCKING HELL
0,"@mareWieMeer Well, rather that we wouldn't get in each other's way if there was a shortage of sweets. Which is also very important"
0,More cannon fodder for the Ukrainian meat grinder. https://t.co/un9oPtGCDx
0,@AntonioIadanza_ haha jump or where
0,@XaviiFN @noxloI Asuky isn't any better than notwertix either
0,"@No_Bore_Dom Depends on how long you plan to live. If more than a year, it's worth it, if less, better buy concert tickets and have a nice meal."
0,"@quarkswdr 15 years ago I bought a diesel for €13,500. 240tkm down so far. I have to drive it now until there is a correspondingly structured used market with cheap electrical alternatives that I can buy for €15K and then drive for 15 years."
0,@_Nuryeve @BrigandPetit Take an Ottolenghi book. You can add cilantro to pretty much anything to enhance it.
0,Wallapop warhammer. that world. https://t.co/183NTdYHZw
-1,"Those who do not want to or are not allowed to become infected will be successively excluded from all areas of life, including those that are essential for survival. It's unbelievable what's happening in this country and everything is packaged neatly - in decrees and regulations. #For reasons"
0,When she falls for the cat act
0,"""Putin should have been snubbed."" Greens leader Vice Chancellor Werner Kogler hides little behind neutrality. https://t.co/lrZLMvulqH"
0,"Promise, there will be insects again tomorrow."
0,Here's a spelling table for Switzerland... now I'm just missing one for Austria 😊 #langtwt #langchat https://t.co/pLpULrx20X https://t.co/v6zTwgjADG
1,@AutZeit Great room!
-1,"@KarlKorn3 Pure #WISHTHINKING!! NONE of the worst #DIRTS #CRIMINALS are ever punished. In my opinion, they also buy themselves free in the judiciary, otherwise a number of #ECONOMIC CRIMINALS and corrupt #POLITICIANS would have had to sit in #prison for a long time!!mE@DIEZEIT @FAZ_Eil @welt @dpa_live"
0,@ Libra08101 Those who were able to do it all ran away again and something like that is not reasonable for the new residents. still need short courses Germany 2022
0,Actually always work: The 10 Twitter pearls of the day! 😊 https://t.co/v6neS69sop
0,@austrocom Harald Mahrer!
-1,Not sure but the writing sucks.
0,@drguidoknapp Shortly afterwards: demos against gender gaga.
0,@KHofsttter @FCBayern Who is that?!
-1,"TW: Suicide/bullying Shortly after Robert Enke's suicide, people gave me a sideways glance in art class: ""It would be nice if someone else threw themselves onto the tracks."" I will never forget that. That someone wanted me dead."
0,It's Julian's goal lcdtm
0,"@MattHiaSeal @JensAschka @B19Jens @uberlauferin @nocberry @diva_lalocura @NachteuleMaggy @o00LouLou00o @Palwanda @H_wie_Hase @sfn_eddie @msnau_ I'm not someone who treats sensitive seals, only experienced seadog homies."
0,@rewinside The Gomme anthem? No! The German national anthem!!! 🙏🇩🇪 https://t.co/QLcsV1LlsP
0,@Current880 Jai hind axel
0,"@ChrisFormaggia Dommelsch, please"
-1,"They will not say that they discriminated against, insulted, marginalized and terrorized the unvaccinated. That they stole years from them. What they will say: #YourSelf-Excluded. perpetrator-victim reversal. But the internet does not forget. Here is a #thread with evidence:"
0,"@Panstrunska Since left-wing fascists and eco-terrorists talk in the Reichstag building every day, that's probably completely harmless! #b3007"
0,@Kranzschwinger How many gold pieces did Annalener win for us?
0,"@and_smartie @Bibby182 @Trinchen312 Note: If a very small one becomes a very large one, it could be that only a small spirit chooses him!"
0,Carl Ernst Hinkefuss #bauhaus https://t.co/m6e6MhP8ku
-1,@BriHasselmann No one spreads more hatred than the Greens. A Green wrote to me that I have lost my right to exist because I do not want to be vaccinated. You guys are really sick. Just you in BT a single disgrace! Behavior 6 put!
1,@DerHinz Thank you!
0,"@ Tintifax15 filter floss? 🤔 No, there's a neat Steinbach pump with filter system attached."
0,"People who leave their butts on the beach can be carried after them and stuck in the bricklayer's décolleté, right? OR???"
0,"@Zolenkan @karlnehammer @BMI_OE @vanderbellen @bkagvat ,.... Yes, you are right, hope it is understood correctly anyway"
0,BEEN CANTIKKKU REIII 😭😭😔 https://t.co/WnIyOS75YQ
0,@SchallHeinrich @UlrichWaldmann three chances and no relevant criticism. *G*
1,@saluwakay @UCUniversity 4.6 gpa is so great💯
1,@wunderlissy But really stimulating👌
0,@armani_fanzy quitschquatsch
-1,"@Karl_Lauterbach Nice that you now realize that #LongCovid is a problem, but what about the 300,000 #MECFS sufferers (not current status!!) - why are they letting us down?!"
1,"@mischlingsruede Have a nice good evening, my dear Dösbaddel! 🙋‍♀️🤗😘 She is - that's why the little Möpperle are so cute...🐶❤"
0,@MaximYRN @Dicatte can i play with heinrich?
1,@HaeliHarlequin I like trains
0,@E_smogomach I heard that they even shit in there
0,"@KKnulch @PolarisPrime1 ""One can learn a lot from any kind of beast!"" — Bram Stoker - Book Dracula"
0,"#cannabissllast with #being brave #turning point, #legalization and #paradigm shift🙄 Therefore: Be careful not to get caught, because they are after you, you old stoner! Your society is dying of alcoholism, but they are chasing you - YOU!!"
0,On the road in Lipperland today https://t.co/vWiVFvrFNC
0,"@KindundKittel Dassies aka Dassies, the closest relative to the elephant ^^ https://t.co/cVykEYy6bW"
-1,"@erkmen_asli @AdrianFreeman22 @derspiegel Are you a racist? Unfortunately, your sentences don't make any sense because you write them so badly and wrongly. First learn the basics (German 1st - 6th grade), then you can also represent a relevant opinion, before that nobody takes you seriously 💁‍♂️"
-1,Anyone who protests in front of the Bundestag because of high gas prices and not in front of the Russian embassy is really just as stupid as the Russian propaganda likes to portray our society.
