Sentiment,Chloe,Tweet
-1,-1,"imagine du bist queer und bekommst teile deiner geschichte vernichtet und leute wie du wurden von nazis ausgelöscht, aber musst dir dann von irgendeiner fischbiologin anhören, dass das alles gar nicht stimme und ihr eigentlich die bösen seid, die der nazi ideologie nahe stünden"
0,1,@GucciPiotrek So muss das immer gegen das System kämpfen 💪
0,0,@TaronKevin @AentschyR Selbst Horn wäre besser gewesen als Chabot
0,0,@Paddy_schmaedy @ScholzTomsen @Karl_Lauterbach Wem geben sie bei anderen Freitoden zB aus Existenzängsten oder Ausgrenzung die Schuld?
0,0,#nowplaying #Izzisingt ~ Izzi singt | Pommes oder Eis ||| Radio TEDDY - In #Bremerhaven auf 107.9
0,0,"@EvaHoegl Schöne Grüsse zurück! Da ja gerade passend in Österreich eine Frage. Dort werden seit einiger Zeit Kasernen autark für den Fall eines #Blackout gemacht, a) um die Aufgabe der Landesverteidigung weiter erfüllen und b) als Anlaufstelle für BOS unterstützen zu können. ➡️Bundeswehr? ⬇️ https://t.co/tzuhNlgx6E"
0,0,"In Deutschland formiert sich eine neue Protestszene, beobachten Expertinnen. Bestimmte Milieus mobilisieren für den Herbst. Ist Berlin vorbereitet? https://t.co/3lpAigXOQ7"
0,0,Adult Toph Beifong https://t.co/av7FaZepBL
1,0,"@KoenigRagnar Auf jeden Fall, Korne"
0,0,"Journalistische Sorgfaltspflicht bedeutet auch, Menschen vor sich selbst zu schützen."
0,0,@GabrielaMel5 @jujijuliar @_zeelias @GuiSchultzzz KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK passei mal krl
-1,0,"Fürs Protokoll: der Grund für diesen Suizid dieser Ärztin - die sich vor 3 Tagen noch kampfeslustig über Politik äusserte - sind nicht bekannt. Dennoch werden von Politikern Zusammenhänge konstruiert, die auch nur Verschwörungstheorien sind. #Lauterbach #DrLisaMariaKellermayr https://t.co/sdMqeB6ll0"
1,1,Zur Erinnerung:  Du bist wertvoll. Du bist gut. Du musst dich nicht rechtfertigen. Lass Menschen los die dir nicht gut tun. Niemand hat das Recht dir deine Gefühle abzusprechen. Es ist in Ordnung nicht in Ordnung zu sein. Du bist stark. ~
0,0,@grantelbarttt hab nur einmal gelacht heute
0,0,ready für unser cover? #ubahn #ubahnsimulator #simulator #VAG https://t.co/zrMe8yICVz
0,0,Der VfL Wolfsburg hat aktuell dreimal gewechselt. #infotweet
0,0,"Andrea Nahles ist die erste weibliche Chefin der Bundesagentur für Arbeit. Hier erzählt sie, warum sie sich nicht als Feministin sieht – und wie sie den Fachkräftemangel im eigenen Leben spürt. (S+) https://t.co/Ay0ZnJYRg1"
0,1,@kaenchenkaffee Gibt Apps dafür ;).
-1,0,Dystopian mirage https://t.co/jMcZTzce98
0,0,@grossmanis Das oder Tankstellen. Meist gibt es da außen einen Wasserhahn. Kaufen kann man sich natürlich auch etwas.
-1,0,"Minderjährige in Berlin auf dem Strich: „Warum bist du so spät noch unterwegs?“ In Schöneberg suchen nachts 14-jährige Jungen nach Freiern. Die Zuhälter: ihre Väter, Onkel oder Cousins. Unterwegs mit der Sondereinheit der Berliner Polizei. #menschenhandel https://t.co/Ksmywpok0u"
0,1,@drapzz45 Lets Go Bro viel Glück
-1,0,"Jetzt, wo mir gewahr wird, was mein blinder Gehorsam, meine Ignoranz und meine Hetze angerichtet haben, greife ich in Panik zur nutzlosen Schutzbehauptung:  #IhrHabtEuchSelbstAusgegrenzt  #SolidaritaetmitderWoelfin   Dabei weiß ich ganz genau: #IchHabeMitgemacht https://t.co/pSh4ejmNxG"
1,1,@NowaboFM @DB_Bahn @Karl_Lauterbach Erich Milke wäre stolz auf sie.
1,1,@welt Der Mann ist mir sehr sympathisch.
0,0,@alorcxrine tergantung partner
-1,-1,ne junge das geht mir auf die eier https://t.co/DaYH9kfc0k
0,0,"current mood : ""fahri fahri fahri fahri"""
0,0,namjoons museum tour vlog🤍 #RMVlog https://t.co/XEv1RLhZkn
0,0,@Faynbtw Dikka du wirst sehen
0,-1,"@VaterWein Hmmm, Das ist jetzt natürlich doof für dich. Wie wär’s mit einer Fliegenklatsche? Darfst Dir dann halt bloß nicht damit auf den Bauch hauen 😄"
-1,0,"@GeraldGrosz Dieses Drama muss endlich ein Ende haben. Wir müssen uns der korrupten, volksverräterischen Regierung samt unseres erbärmlichen Bundespräsidenten entledigen. Neuwahlen sind das Gebot der Stunde. Wir müssen den wirtschaftlichen Niedergang Österreichs mit allen Mitteln verhindern!"
0,-1,"Ich habe mich leider nie für die Psychologie der Kognition interessiert. Ich bedaure das sehr. Könnte ich möglicherweise so viele diffuse Momente versteheN: Schwurbler, Fakenews, kognitives Beharren trotz einer veränderten Wirklichkeit. https://t.co/71NgK3FyOm"
0,0,"@stefanct @Nick_eQuality @i_am_fabs ich hab so ein bisschen das gefühl das es totgeschwiegen wird um die msm community nicht zu brüskieren.  verstehe ich, wäre aber fatal. ich hoffe ich irre mich."
-1,0,"""Aha ich bin also ein schlechter Mensch weil ich Fleisch esse und du ein guter weil du Veganer bist?""  Es. Geht. Nicht. Um. Den. Menschen.  Meine Güte es ist SCHEIßEGAL wer als ""guter"" oder ""schlechter"" Mensch gesehen wird, solange die Tiere mal in Ruhe gelassen werden."
0,0,"@JohannesVarwick Einpacken können wir, wenn der von Ihnen und Ihren Co-Briefeschreiberlingen geforderte Unterwerfungspazifismus in die politische Tat umgesetzt werden sollte."
0,0,@angels0uI Reine
0,-1,"Wie moralisch verkommen kann man sein? Die Querschwurbler ziehen zu ""Moskau Moskau ...."" aktuell durch Berlin. Keine 1500km weiter östlich sterben Menschen durch den russischen Angriffskrieg gegen die #Ukraine. #b3007 https://t.co/RaFDLnhtJS"
0,0,"@JerioxB Ok, wir habens schriftlich."
0,0,@jreichelt rumopfern ist linke Mode geworden.
0,0,Dosenpfand sollte 8 Cent kosten und man sollte 25 Cent wiederbekommen.
0,1,@Trobbbyyy Macht Bock auf mehr
1,1,"@hyazinthsoul Naja wir schreiben miteinander also passt das schon und ja lange Haare nerven, aber ich liebe die Vielfalt an Frisuren, die man sich machen kann"
0,-1,Die Firma Finizio darf als einzige in Deutschland menschlichen Kot auf Versuchsfeldern verarbeiten. Beim Scheiß-Kongress wird größer gedacht. https://t.co/S0hbdrEDDf
0,0,Das ist tägliche Realität. Auch gegen mich. Welche Antworten hat der Staat dazu? https://t.co/EbIX2uQfZb
0,0,Wegen einer mutmaßlichen Beleidigung hat ein Polizist in Berlin-Mitte einen Fahrradfahrer verfolgt und möglicherweise absichtlich angefahren.  https://t.co/y4xV6nFGA4
1,1,@Itzz_TiMEX gude besserung dir meister
0,0,Direkt den größten Ultra aufs Thumbnail gepackt.... https://t.co/YXbjtLN0zv
0,0,Extra Spezial… 😎
0,0,"@LAZA_096 @Berkengaucho49 Doppelspitze wäre ein System, wenn Salah nicht mehr Liverpool spielt. Oder meint ihr, Salah hätte in dem System Platz?"
0,0,@wallplugnft Gm wallplug!!
0,0,⚠️ Achtung ⚠️   Wespen klettern auch in Trinkhalme.  Meine Nichte wurde gerade in den Mund gestochen.
0,0,"BTS × benny blanco× Snoop Dogg  ""Bad Decisions""   benny blanco tiktok 🔗https://t.co/9b2LxAvdKU  #BTSJIN #BTSJIMIN  #BTSV  #BTSJUNGKOOK #bennyblanco #SnoopDogg #BadDecisions https://t.co/aYtXzSNyW8"
1,0,@snow_maxx @ZentraleV Ich empfehle die Vorträge von Michael Lüders zu diesem Thema
0,0,"@Francco71 @Arnd_Diringer Jo, und ich meinte eigentlich ""nicht Lokführer"". Zugchef(in) ist vielleicht auch ein älterer Begriff.  Egal, passt schon soweit."
-1,0,"@MartinHuberCSU Flächenbezogen sieht das so aus: Bayern ist mit großem Abstand am schlechtesten. Also trotz großer Flächen wird nichts genutzt #10H macht alles kaputt.  Das, wo sie vorne liegen ist die Fläche und natürlich die Nutzung von fossilen  Energien. https://t.co/MAoOcWZtTU"
-1,0,Ich wünschte es gäbe mehr Raum zum Trauern online. Aber die diskursive Gegenoffensive läuft schon. Es ist nicht schön zu lesen was jetzt kommt.  1. Der Tod von Dr Lisa-Maria Kellermayr wird als Sieg gefeiert. Ihr Suizid wird als Schuldeingeständnis gesehen.
1,1,"@SMWillers Danke! Ja, das waren mega Konzerte🙂"
-1,1,Es ist nur kurz und hat mir dennoch Tränen abverlangt.  Wie gern würde ich #Nessaja verabschieden können.  Terence Hill und Bud Spencer haben mich in meiner Kindheit begleitet. Ich habe die Filme geliebt.  Das hier ist eine sehr emotionale Montage. https://t.co/vvWed0Tdvp
0,0,"Falls die heutige Generation denkt sie wäre klüger als die Vorherige... Vor 50 Jahren stand in der Automobil-Bedienungsanleitung wie man das Ventilspiel einstellt. Heute wird davor gewarnt, den Inhalt der Autobatterie zu trinken."
0,0,"Ich müsste grad weg, blockfest geht weiter 😂 https://t.co/rWkvrEU2WT"
0,0,@BlackSmokingAce @BlackLupus30 Beweisfoto A https://t.co/W2mG1Ikaw7
0,-1,"@Gman_1701 @shlomosapiens @NowaboFM typisch, eine Feststellung in den Raum werfen und diese dann nicht erklären wollen, bist du zufällig Politiker, würde passen."
0,0,@MeisterPetz3 @Baumwollseil_de Mähen ja.....nur mähen....😉 https://t.co/ErivVRYLXu
0,0,"SWIPE Right For More 👉  🌐 Website Link In Bio  ☑️ 2005 Mitsubishi Evo 9 GSR 💰£25,995  ☑️ 2008 Volkswagen Golf R32 4Motion DSG 💰£14,995  ☑️ 1997 Toyota Mk II JZX100 💰£24,995  ☑️ 2003 Volkswagen Golf R32 💰£14,995  ☑️ 1983 Toyota Starlet RWD KP61 1.… https://t.co/PilbpnHMTy https://t.co/n5iCvx24JE"
0,-1,"Bitte daran denken, wenn im Herbst die Bude kalt bleibt: Es war die Bundesregierung unter eurem Respektskanzler @Bundeskanzler Olaf Scholz - und allen voran @MAStrackZi, @ABaerbock und Robert Habeck vom @BMWK die #Nordstream2 gekillt haben. Nicht vergessen wer euch verarscht!!!"
0,0,@Dominik11000 Codeine
0,0,"@ArmutsnetzwerkD @ThoLaGra @zeitonline Sie nicht. Aber der Ursprungstweet. Darauf bezog sich das, nicht auf Sie."
0,0,zwarauf
0,1,@Stray_X79 @barb_weird @mcmaggi @DerRoysan @zitronenkaffee Das stimmt
0,0,"King, wer eine 10€-Münze hat. https://t.co/y50XEVAhTH"
0,0,@ilovebubies Einfach gym liveticker
0,-1,"@mikehajduk @tagesschau Nein, denn dich interessiert nur dein persönliches Filmchen, das kam hier schon in deinem ersten Tweet rüber. Du fühlst dich gesellschaftlich für niemanden verantwortlich, richtig? Nur ""ich, ich, ich"". So. Block."
0,0,"@ToscanRalph Lustig, dein Tweet:  Jeder soll sich äussern dürfen.  Aber nicht, wenn ...  🤭"
0,0,@SaupreissDaniel @LViehler @Karl_Lauterbach Ach was. Laut der Weltklasse-'Hackerin' ein bekannter Rechtsextremer aus Berlin.
0,1,OlafAmca unterhält euch ab jetzt täglich🔥 https://t.co/iwVMIfwaGS
0,0,@Hoellenaufsicht Ich spendiere mal einen Screenshot https://t.co/cihnUlD01M
0,0,"Eine #COVID-Erkrankung kann zu langfristigen gesundheitlichen Folgen führen, die als #LongCOVID bezeichnet werden. Das sind Symptome, die mehr als 4 Wochen nach Ansteckung mit dem Coronavirus fortbestehen, sich verschlechtern oder neu auftreten. https://t.co/a0aOyTTUqP"
0,-1,@Julia29593323 Wei Julia... 😁👍
0,0,"@isawida @heikerichta Als hätte die Pflanze sich jeden Tag einen neuen Farbtopf ausgesucht. 😁🥰 ""Ach heute mal das hellere..."" ""Ich hab hier noch etwas Gelb herumliegen, das wird jetzt verarbeitet"""
0,1,Kaum Akzent #BellaItalia
-1,-1,Eine Todesliste? Langsam frage ich mich wer hier wahnsinnig ist. Leute bezeichnen Ungeimpfte als den Blinddarm der Gesellschaft und fordern ihren Ausschluss und wenn man das zitiert ist es eine Todesliste? Lasst euch mal untersuchen da oben im Köpfchen
0,-1,@markT_Tlee @taeyongslay Ja lea vervolgen böse😞
-1,-1,Möchte nicht in Haut von Oberösterreichs Polizeichefs stecken. Behörden haben Morddrohungen gegen Ärztin Kellermayr monatelang verschlampt. Hackerin aus Bayern fand Spur zu Rechtsextremen binnen kurzer Zeit. Nun ist die Ärztin tot. Totalversagen der Polizei bei Impfgegnern in OÖ https://t.co/0yvdLNkn2s
-1,0,Was macht man wenn man extreme Bedürfnisse nach normalen Dinge hat aber gleichzeitig auch weiss man wird es niemals im lebenden erleben... Womit motiviert man sich
0,0,75' Eine Viertelstunde bleibt uns noch...  #FCCWOB 0:0 https://t.co/ijsx96v51N
-1,0,"Es darf nicht in Vergessenheit geraten, was die Wesen aus der #Wirhabenmitgemacht - Fraktion an Äußerungen von sich gegeben haben.  Zu viele Menschen hat das die Existenz und teilweise das Leben gekostet. 😢😢😢 Die Bilder und Screenshots müssen viral gehen."
0,-1,"Ich bin erstaunt, wieviele Missverständnisse und falsche Vorstellungen über Infektion, Impfung und Immunität bestehen. Mit etwas mehr Wissen könnten sich viele hier ihre Aggressivität sparen und stattdessen für sich selbst bessere Entscheidungen treffen."
1,1,@rosenschatten Dankeschönnn
0,0,@lasmichpls Ich bin schockiert
-1,-1,"Ich finde es bedauerlich, dass ein ansonsten respektabler Politiker wie Friedrich Merz sich auch an der Hetze gegen Ungeimpfte beteiligt hat. Dabei hatte er damals eine einzigartige Chance, Rückgrat zu zeigen und sich vom Mainstream zu differenzieren."
-1,-1,@hank_de_moody DU BISCH NICH MEINE MUTTER!! Oder ?
0,0,@SawsanChebli Als Demokratiefeind muss man natürlich in Sorge sein.
0,0,Für mich das Perfideste. #IchHabeMitgemacht https://t.co/HATm0EJB46
0,0,axl rose https://t.co/CYXDvwsnxy
0,0,"Der Polizeigewahrsam der in Istanbul festgenommenen HDP-Mitglieder ist verlängert worden. Unter ihnen befinden sich mehrere Aktive des Jugendrats, was ihnen vorgeworfen wird, bleibt unklar. Die Akte ist mit einer Geheimhaltungsverfügung belegt. https://t.co/f1T3uaGl5d"
0,0,"""Der Süden fordert Fracking im Norden“ - geht’s noch?! Lieber Markus Söder, wie wär‘s endlich mit Windkraft in Bayern?   #Energiewende #Windkraft #Fracking @Markus_Soeder https://t.co/FelKI2sC9k"
0,1,@F95Live Ehrenmann
0,0,DASELO
1,1,"Ich glaube, ich habe meinen Lieblingsverein in Italien gefunden.  🧡 https://t.co/wRoVK6NtXZ"
0,1,VOTEN EN IDOLCHAMP VOTEN EN IDOLCHAMP VOTEN EN IDOLCHAMP VOTEN EN IDOLCHAMP VOTEN EN IDOLCHAMP VOTEN EN IDOLCHAMP
0,0,"Apropos Angriff auf #Olenivka: Könnt ihr Euch noch erinnern, wie das bei dem Abschuss der KLM-Maschine #MH17 war? #PutinIsaWarCriminal und nicht erst seit neulich. #PeaceForUkraineAndFreedomForRussia"
-1,0,"@michdanninger Dieser Abschaum kommt aus Rechts und Links, sie vereint die feste Ansicht ungeimpfte werden ihrer Freiheit beraubt und unterdrückt. Genau dieser Ansicht ist auch Rauch gefolgt."
0,0,@Pascooo45 Bissl viel
-1,0,"@RonSwiss @GerberStefan2 @kindlimann Nein,leider nicht. Das Bildungswesen ist fest in rot-grünen Krallen."
0,-1,"@Karl_Lauterbach 🤣🤣🤣Hören Sie auf, diesen Unsinn zu verbreiten! #lauterbachmussweg  #LauterbachRausschmissSofort  #Lauterbachluegt"
0,0,Es geht wahrlich zuende mit mir. https://t.co/iePBQUOAu8
-1,-1,"Eine von #TeamScience gehirngewaschene Mehrheit behauptet seit 2 Jahren, die Pandemie würde enden durch „einen richtigen Lockdown“, Massentesten, Masketragen, Maßnahmen und Kontaktbeschränkungen befolgen, impfen oder schließlich boostern.  Ihr hattet mit NICHTS recht. Gar nichts."
0,0,"@_TravellingJack @simi_schalke @ZwischenDampf wer hätte gedacht, dass man schon vom Geruch zunehmen kann 😉"
0,0,"Habibis🤗, es wäre mir eine Erleichterung, wenn ihr - sofern ihr bei Recherchen auf meinen Namen auf irgendwelchen ""Feindes""-Listen etc. stoßt - eine (digitale) Strafanzeige raushauen könntet. Gemeinsam können wir verhindern, dass jemand evtl. meine Liebsten massakriert. Danke."
0,-1,"@SHomburg @Karl_Lauterbach @KSTA Lockdowns werden gemacht, wenn sie notwendig, geeignet und verhältnismäßig sind. Der Hinweis vernünftig zu sein um einen Lockdown zu vermeiden ist genau das, was gute politische Kommunikation ausmacht. Was Sie als Drohung sehen ist einfach eine logische Konsequenz für Ignoranten!"
0,0,Perverser Anreiz: Arbeitslose sollen gegen den leeren Kühlschrank am Monatsende anfrieren. https://t.co/MRIXFKGFK7
-1,0,"@haekelschwein Jetzt seh ich, wo du das Ferkeln gelernt hast! https://t.co/m5NE0UjlGI"
0,-1,"@Traveleve2 Das wäre die Aufgabe des Sozial- und Gesundheitsministers. Strukturen dafür zu schaffen, sie mit Geld und Möglichkeiten, Personal und Gesetzen auszustatten. Wenn wir einen Sozial- und Gesundheitsminister hätten. Stattdessen haben wir Eigenverantwortung. #Shame"
0,1,@baalor_club Lohnt sich!
0,0,In Rheinland-Pfalz gibt es 60% mehr Windräder als in Bayern auf weniger als einem Drittel der Fläche im Vergleich zum Freistaat. Und Ministerpräsident Söder schwadroniert von der Führungsrolle Bayerns bei den Erneuerbaren Energien. 🙄
-1,-1,Im heutigen Morgenmagazin wurden die lautstarken Proteste gegen Habeck bei seiner Rede in Bayreuth natürlich gefiltert. Von der unsäglichen D. Hayali natürlich kein Wort dazu. Dreckiges grünes Medium.
0,0,@zseroxy @viipeexFN Nein nur wenn du Realschule gehst oder sowas maybe aber wenn du auf ein Gymnasium gehst dann juckt das alles bis zur 11./12. nicht
0,0,@MarcMeiritz Gute Fahrt wünscht Ihnen Ihr Bundeskanzler.  Für Sie im Einsatz 🤪🤪🤣
0,0,"...unplug ethernet in 3, 2, 1... https://t.co/vf81doXBcx"
0,0,"hatte kleine hoffnung dass spotify aufm klappt, aber selbst da komme ich nicht rein qwq"
1,1,Baumärkte sind einfach cool. Guter Ort. 10/10
0,0,"Erkennbar daran dass Drücker und Krone nicht auf einer Linie liegen. Vermute ein Dubois Depraz.  Uhr ist nicht so meins, mag aber das Panda-Dial und das Panoramadatum auf 12 Uhr https://t.co/zpwgmg6OCO"
-1,0,In Großbritannien kommt es fast täglich zu Messerattacken. Vor allem Teenager sind betroffen. Nun wurde in der Stadt Bolton ein Mädchen auf offener Straße getötet. https://t.co/KedXt51nma
-1,-1,"Respekt für dich @NowaboFM! Als ehem. Vorsitzender einer ehem. Arbeiterpartei haben Sie Ihre Prominenz genutzt, um die soziale Existenz eines Arbeitnehmers und ggf. seiner Familie zu gefährden, vlt. zu zerstören. 1/2 https://t.co/T9P5Nm0al4"
0,-1,@Kizito5 Ketchup macht die Pommes matschig. Geht gar nicht.
1,1,"@19Voffo09 Schönes Gerät, bin Anfang der 80 er Jahre mit einem 2232 Hängerzug Orient gefahren. War meine schönste Zeit."
0,-1,"""Arschloch, Wichser, Hurensohn."" Der Offenbacher Anhang ist anscheinend irgendwo in 90ern hängengeblieben. :D #OFCF95"
0,0,Trunkenheitsfahrt auf Fahrrad https://t.co/r6Y7mXAHGK
0,-1,@Unteraichwald Ich weiß nicht was dreckiger ist die Katze oder der Controller
1,1,"@hawai_toast @FeeMaike Wow, das ist eine gute Vorlage. Werde mich mal inspirieren lassen und nachdenken!"
0,0,"@a_nnaschneider Warum ""servas""? Entweder ""servus"" oder wenn es weiblich sein soll ""serva"". - wobei ich nie begriffen habe, warum man sich gegenseitig mit ""Sklave"" begrüßt.."
0,0,"""Mit SMART HOME können Sie Ihre Anwesenheit zu Hause simulieren. Einfach per App.""  ""Ich würde gern mal die OFFICE-Version sehen."""
0,0,Wir mussten die Kachel zurückziehen. Da waren gleich drei Fehler drin. Das wird das Praktikantende büssen! https://t.co/qKxZ47v8tC
0,1,@nad_bo78 Absolut verständlich Nad 🤘🤘
0,0,"@svs1946 Na, mit einem Gehalt knapp am Mindestlohn muss man schon sehen wo man:inn bleibt"
0,0,@Raafey17 Und dann schön Fairy Tail Arc Tierlist
1,1,@DerFantomas Danke.
0,-1,"@jreichelt Guter Gott, bist Du ein 🤡 ... lass es doch einfach sein und such Dir eine sinnvolle Beschäftigung wie Bäume pflanzen oder sowas."
0,0,imagine man hat ein bf/gf keine Ahnung https://t.co/NIr7C2qGEq
0,0,"@LaMadameDomme @I_am_Yazzi Dann sollte ich mir überlegen, wie ich das Ding auf hänge 😫  Nach 13 Jahren wurden in dieser Wohnung nur 3 Löcher im Bad gebohrt... alles andere hält nicht wirklich."
0,0,@ALLU__SUJAN @UserNameMani @ronaldo_mb_dhf VK followers choodu
0,1,@petiteprof79 @HerrKarg @EducatorsVR bin gespannt!
0,0,"Leise Menschen, haben oft die lautesten Köpfe."
0,0,@PapkeGerhard Die Statthalter der US Regierung an der Spree will das so.
0,1,@blauekastanie Ich bin überall dabei weil das ist Prima.
1,1,"Guten Morgen. Falls Ihr nicht wisst, welche Kopfbedeckung Ihr heute tragen sollt, wir hätten hier einige Vorschläge für Euch. Schönen Donnerstag. https://t.co/UKloWi7YFY"
0,0,"Wenn Feuerwehr Totholz als Brandgefahr verteufelt, ist das zu pauschal. Dickes Totholz ist Wasserspeicher! Es sind 1. Nadelplantagen, und 2. Brandstiftung, nicht das Totholz, welche die Ursachen sind. Mehr alter Laubwald, mehr dickes Totholz! #Waldbraende @ZDF @ARDde https://t.co/lDa6jw3M4b"
-1,-1,"Wir haben bis heute kein Endlager für atomaren Müll, weil niemand den Atommüll vor seiner Haustüre haben will. Die Folgen der Nutzung der Kernenergie verschlingen Milliarden an Steuergeldern. Die Reaktorkatastrophen von #Fukushima und #Tschernobyl schaden bis heute massiv."
0,0,"@Aimce4 Wäre auch möglich, aber Heller als Licht fühle ich unnormal"
0,1,@Roland_5742 @balkonsolar @M_Hundhausen Bei uns war es die Kuscheldecke. 😛 https://t.co/hdgnCxs7GX
0,0,"Ich so: Ich gönne mir zu meinem Geburtstag immer etwas für mich.  Ich auch so: Dann kriege ich wenigstens, was ich mir wünsche.  Andere Person so: Twitter das!!! :D"
0,-1,"Mein niederländischer Follower @Ruben_DeHerdt hat den BMG-Tweet zu #1von5000 #Nebenwirkungen wortgetreu übersetzt.  Dafür wurde er von Twitter zensiert und gesperrt. Inzwischen sind sogar BMG-Infos ""Irreführend"". Wahnsinn! https://t.co/j7d6z617W0"
1,0,"Inspiriert von @Wuerfelheld Juli = 31 Tage  31 Rollenspielbücher #pnpde  Der Fluch der Barbarenkönige von @harley_stroh für #DCC haben wir (@Mo_Boeger @MissFukuro @riavl_hh) mit #BeyondTheWall bestritten. Ein sehr schönes Abenteuer, um ein kleines Dorf und seine Bestie :) https://t.co/nemmHPROBk"
0,0,@absentschreibt Naja. Ich kann dir ja die Tür zeigen? Aber durchgehen musst du doch selber? :D
1,1,@freric1973 Das ist ein fantastisches Bild 😍
0,0,@WolfgangRieger8 🤣 das ist schon in Ordnung so
0,0,Kaffee ist aber 1 Kolonialware und darf daher nur von schlechten Menschen™ konsumiert werden. ☝️ https://t.co/J2stIGaD5f
0,0,"@Luisamneubauer Wenn sie Zweifel haben, in welche Gruppe Sie gehören, die zweite ist es 😉 https://t.co/znVIn4P7Mk"
-1,-1,"@a_nnaschneider Unsolidarisches, empathieloses Geschwätz 🤷🏻‍♂️ wie gut es mit den Anglo-Amerikanischen Ansätzen zu Steuern klappt, sieht man ja! 🙄"
0,-1,@HansaRostock Tja so schnell kann man aufkommende Euphorie mit einem einzigen Totalausfall wieder zunichte machen!
-1,-1,Politische Zwecklüge! https://t.co/LfJ3STMBVh
0,0,"@xRapidSandro wie diese tabelle errechnet wurde, weiß aber auch keiner 😂"
-1,0,dieser kurde f1ckt geleakt seine eigenen toten und du kannst nix dagegen machen https://t.co/4jvmjauJVL
1,0,@vctmsoflove freu mich auf den 20. https://t.co/xwSVv8Mb1h
1,1,"@ClaudiaPomberg @FanEichhornchen Wünsche dir ebenfalls einen wunderschönen gemütlichen entspannten Abend und später eine schöne gute Nacht, liebe Claudia! 🌅🛋🍷🎶💫✨💫💕😘"
0,-1,"Trope, der mich maßlos ärgert:  Jungs spielen Fußball. Mädchen will mitspielen. Jungs: ""Nein, die kann das doch gar nicht."" Mädchen spielt dann doch mit, stellt alle in den Schatten und alle gucken mit runtergefallener Kinnlade zu.   Alles, was dieser Trope tut, ist zu...."
0,0,@zeitonline Die deutsche Gesetzgebung ist bei Scheidungen sehr präzise und gerecht. Einen Verrat der Politik kann ich beim besten Willen nicht nachvollziehen.
0,0,@LinleyHRO Hier auch https://t.co/onNiBuki8t
0,0,@Petra_C_M_P Ich glaube die Steiermark denkt auch um.
1,1,@Wuschel_Locke Aua… Gute Besserung Süße 😘🍀
0,0,Wenn es in #Göttingen gefährlicher ist als in #Kiew! https://t.co/36OsJl9oNR
0,0,Blade x Eiden  The Eiden doll gift🎁  #NUcarnival #NUカーニバル #新世界狂歡 https://t.co/YfUPrfLIYI
0,0,@lorenorrifat Ich weiß nicht was ich dazu sagen soll HAHAHAHAHAHJJ
0,0,"Da die hohe #Inflation und besonders die aktuell explodierenden #Heizkosten die direkte Folge staatlicher Entscheidungen sind (#EZB, #Bundesregierung, #Geldpolitik, #Kriegspolitik), scheint es naiv ,nun ausgerechnet vom #Staat  Hilfe zu erwarten."
-1,-1,"Dass ich vielfältig für den Tod der österreichischen Ärztin verantwortlich gemacht werde, ist widerwärtig und ekelerregend. Mir fehlen die Worte! Das hier sind nur zwei Beispiele. Mein Postfach ist voll davon. https://t.co/qVgoZVv5iR"
0,0,@Caro_reicht Ich hab zu Anfang der windelfreien Zeit eine Wegwerf-Wickelunterlage in den Kindersitz gelegt. Mit kleinem Loch für den Anschnaller.
0,0,@Zerberus0 @mister_pwr @jreichelt Die Blocklisten?
0,-1,Lindner schützt die Krisenprofiteure. Lindner schützt die Krisenprofiteure. Lindner schützt die Krisenprofiteure. Lindner schützt die Krisenprofiteure. Lindner schützt die Krisenprofiteure. Lindner schützt die Krisenprofiteure.  Man muss es leider so deutlich sagen.
-1,-1,Jetzt macht der Selbstmord der österreichischen Ärztin langsam Sinn. Traurig 😢. https://t.co/D1d0DSL0jM
0,-1,"@berlinerzeitung Bei den ""Expertinnen"" handelt es sich um Pia Lamberty vom Institut CEMAS, einem Ableger der Amadeo-Stiftung.  Der ""Kampf gegen Rechts"" und gegen alle möglichen herbei fantasierten Verschwörungen ist das Geschäftsmodell von Lamberty und dem CEMAS."
-1,-1,"Ich frage mich immer wieder, wer auf die Idee kam @MarioCzaja sei als soziales Gewissen in den #CDU Vorstand geholt worden.  Anstatt Wege sozialen Ausgleichs zu suchen, wird den Menschen ohne Arbeit unterstellt, sie seien nur zu faul zum Arbeiten. Zynisch, bitter, CDU https://t.co/7PIe1EzWPJ"
0,0,@twbatu7 @arditaislost ah dann verstehst du nicht war im zusammenhang mit einem anderen tweet von mir aber egal
1,1,@moelli980 Du siehst fantastisch aus 😮🤩 Viel Spaß beim Film.
0,1,"@ABaerbock: Es gibt ein riesiges Potenzial, das wir ausschöpfen könnten. Recht hat Sie! Unser Umgang mit der #Türkei bleibt wichtig, fair und differenziert. Aber deutlich, wenn es um Demokratie und Menschenrechte geht #freekavala #freedemirtas #freethemall 7/7"
1,1,"Wie es ist.....  Ich bin noch lange nicht fertig...  Und Ihr wisst ja, mit jemandem besonderen im Herzen. Da geht es noch einfacher ❤️  Und ich bin gespannt, ob sie den Tweet findet 😁 https://t.co/ICLgne6XKs"
